No.,구분명,유니크키,품목명[규격],비고,품목코드,단가,전월수량,현재수량,금액
1,신천등기구_조립,S-보안등기구-AB [2구],S-보안등기구-AB [2구],,LHSCD0SE2-AB,"23,461.00",181,161,"3,777,221"
2,신천등기구_조립,S-보안등기구-AB [3구],S-보안등기구-AB [3구],,LHSCD0SE3-AB,"27,896.00",322,270,"7,531,920"
3,신천등기구_조립,S-가로등기구-AB [4구] (70개는 커버 탭가공),S-가로등기구-AB [4구],(70개는 커버 탭가공),LHSCD0ST4-AB,"32,626.00",226,226,"7,373,476"
4,신천등기구_조립,S-가로등기구-AB [5구],S-가로등기구-AB [5구],,LHSCD0ST5-AB,"43,322.00",53,53,"2,296,066"
5,신천등기구_조립,S-가로등기구-AB [6구],S-가로등기구-AB [6구],,LHSCD0ST-AB,"46,498.00",168,238,"11,066,524"
6,신천등기구_조립,S-보안등기구-AB [2구/기와진회색],S-보안등기구-AB [2구/기와진회색],,,"23,461.00",198,198,"4,645,278"
7,신천등기구_조립,S-보안등기구-AB [3구/기와진회색],S-보안등기구-AB [3구/기와진회색],,,"27,896.00",169,169,"4,714,424"
8,신천등기구_조립,S-가로등기구-AB [4구/기와진회색] (1개는 바디 탭가공),S-가로등기구-AB [4구/기와진회색],(1개는 바디 탭가공),LHSCD0ST4DG-AB,"32,626.00",121,121,"3,947,746"
9,신천등기구_조립,S-가로등기구-AB [5구/기와진회색],S-가로등기구-AB [5구/기와진회색],,LHSCD0ST5DG-AB,"43,322.00",1,1,"43,322"
10,신천등기구_조립,S-가로등기구-AB [6구/기와진회색],S-가로등기구-AB [6구/기와진회색],,,"46,498.00",156,156,"7,253,688"
11,신천등기구_조립,S-원형 보안등기구-AB,S-원형 보안등기구-AB,,LHSCD0OSE3-AB,"37,535.00",21,21,"788,235"
12,신천등기구_조립,S-보안등기구-AB [PTX GY1060 그레이 (Cool gray)],S-보안등기구-AB [PTX GY1060 그레이 (Cool gray)],,,"27,896.00",12,12,"334,752"
13,신천등기구_조립,S-보안등기구-AB [PX8583(H)-L/BLACKCOPPER],S-보안등기구-AB [PX8583(H)-L/BLACKCOPPER],,LHSCD0SE-AB/PX8583B,"27,896.00",2,2,"55,792"
14,신천등기구_조립,S-보안등기구-AB [P-BRO0582-S9 / 초코브라운],S-보안등기구-AB [P-BRO0582-S9 / 초코브라운],,LHSCD0SE3-AB/BRO0582,"27,896.00",4,4,"111,584"
15,신천등기구_조립,S-보안등기구-AB [P-GY4381-X0],S-보안등기구-AB [P-GY4381-X0],,LHSCD0SE3-AB/GY4381,"27,896.00",16,16,"446,336"
16,신천등기구_조립,S-보안등기구-AB [P-GY2139-A3 / 도시형(MT-9211-3)],S-보안등기구-AB [P-GY2139-A3 / 도시형(MT-9211-3)],,LHSCD0SE3-AB/MT9211,"27,896.00",4,4,"111,584"
17,신천등기구_조립,S-보안등기구-AB [P-GY3395-T5 / N4.7],S-보안등기구-AB [P-GY3395-T5 / N4.7],,LHSCD0ST-AB/PGY3395,"27,896.00",44,44,"1,227,424"
18,신천등기구_조립,S-보안등기구-AB [H-GY1727-S3/N2.0],S-보안등기구-AB [H-GY1727-S3/N2.0],,LHSCD0SE3-ABGY1727S,"27,896.00",90,90,"2,510,640"
19,신천등기구_조립,S-가로등기구-AB [4구/P-GY1887-H9],S-가로등기구-AB [4구/P-GY1887-H9],,LHSCD0SE3-ABGY1727S,"32,626.00",50,50,"1,631,300"
20,신천등기구_조립,S-가로등기구-AB [P-GY4381-X0],S-가로등기구-AB [P-GY4381-X0],,,"46,498.00",7,7,"325,486"
21,신천등기구_조립,S-가로등기구-AB [GD602],S-가로등기구-AB [GD602],,LHSCD0ST-AB/GD602,"46,498.00",1,1,"46,498"
22,신천등기구_조립,S-가로등기구-AB [PTX GY1060 그레이 (Cool gray)],S-가로등기구-AB [PTX GY1060 그레이 (Cool gray)],,LHSCD0ST-AB/GY1060,"46,498.00",46,46,"2,138,908"
23,신천등기구_조립,S-가로등기구-AB [6구/N7.0],S-가로등기구-AB [6구/N7.0],,LHSCD0ST-AB/N7.0,"46,498.00",4,4,"185,992"
24,신천등기구_조립,S-가로등기구-AB [P-GY3395-T5 / N4.7],S-가로등기구-AB [P-GY3395-T5 / N4.7],,LHSCD0ST-AB/PGY3395,"46,498.00",7,7,"325,486"
25,신천등기구_조립,S-가로등기구-AB [10구],S-가로등기구-AB [10구],,LHSCD0ST10-AB,"56,283.00",12,12,"675,396"
26,신천등기구_조립,S-가로등기구-AB [4구/P-GY2397-S3/노장진회색],S-가로등기구-AB [4구/P-GY2397-S3/노장진회색],,LHSCD0ST4-AB/GY2397,"32,626.00",3,3,"97,878"
27,신천등기구_조립,S-가로등기구-AB [6구/P-GY2397-S3/노장진회색],S-가로등기구-AB [6구/P-GY2397-S3/노장진회색],,,"46,498.00",2,2,"92,996"
28,신천등기구_조립,S-가로등기구-AB [4구/N7.0],S-가로등기구-AB [4구/N7.0],,LHSCD0ST4-AB/N7.0,"32,626.00",10,10,"326,260"
29,신천등기구_조립,S-원형 보안등기구-AB 흰색,S-원형 보안등기구-AB 흰색,,,"37,535.00",1,1,"37,535"
30,신천등기구_조립,S-보안등기구-AB [3구/63파이암대],S-보안등기구-AB [3구/63파이암대],,,"29,896.00",0,0,0
31,신천등기구_조립,S-터널등기구-AB 4구/기와진회색,S-터널등기구-AB 4구/기와진회색,,,"64,708.00",2,2,"129,416"
32,신천등기구_미조립,S-보안등기구 바디 [2구],S-보안등기구 바디 [2구],,LHSCD02SE-B,"9,430.00",54,54,"509,220"
33,신천등기구_미조립,S-보안등기구 바디 [2구/PTX GY1060 그레이 (Cool gray)],S-보안등기구 바디 [2구/PTX GY1060 그레이 (Cool gray)],,LHSCD02SE-B/GY1060,"9,430.00",58,58,"546,940"
34,신천등기구_미조립,S-보안등기구 커버 [2구/PTX GY1060 그레이 (Cool gray)],S-보안등기구 커버 [2구/PTX GY1060 그레이 (Cool gray)],,LHSCD02SE-C/GY1060,"8,500.00",58,58,"493,000"
35,신천등기구_미조립,S-보안등기구 커버 [2구/P-GY2779-S3/N4.0],S-보안등기구 커버 [2구/P-GY2779-S3/N4.0],,LHSCD02SE-C/GY2779,"8,500.00",140,140,"1,190,000"
36,신천등기구_미조립,S-보안등기구 커버 [2구],S-보안등기구 커버 [2구],,LHSCD02SE-커버,"8,500.00",62,62,"527,000"
37,신천등기구_미조립,S-보안등기구 커버 [2구/기와진회색],S-보안등기구 커버 [2구/기와진회색],,LHSCD02SEDG-C,"8,500.00",47,47,"399,500"
38,신천등기구_미조립,S-보안등기구 바디 [2구/기와진회색],S-보안등기구 바디 [2구/기와진회색],,LHSCD02SEDG-B,"9,430.00",46,46,"433,780"
39,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/P-GY4381-X0],S-보안등기구 암대 [2구&3구&원형 공용/P-GY4381-X0],,LHSCD03SE-AM/GY4381,"4,325.00",1,1,"4,325"
40,신천등기구_미조립,S-보안등기구 바디 [외장형 0162 SILVER 유광],S-보안등기구 바디 [외장형 0162 SILVER 유광],,LHSCD03SE-B/0162SV,"10,550.00",1,1,"10,550"
41,신천등기구_미조립,S-보안등기구 커버 [외장형 0162 SILVER 유광],S-보안등기구 커버 [외장형 0162 SILVER 유광],,LHSCD03SE-C/0162SV,"12,000.00",1,1,"12,000"
42,신천등기구_미조립,S-보안등기구 바디 [P-BRO0582-S9 / 초코브라운],S-보안등기구 바디 [P-BRO0582-S9 / 초코브라운],,LHSCD03SE-바디/BR058,"10,550.00",30,30,"316,500"
43,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/P-BRO0582-S9 / 초코브라운],S-보안등기구 암대 [2구&3구&원형 공용/P-BRO0582-S9 / 초코브라운],,LHSCD03SE-암대/BR058,"4,325.00",17,17,"73,525"
44,신천등기구_미조립,S-보안등기구 커버 [P-BRO0582-S9 / 초코브라운],S-보안등기구 커버 [P-BRO0582-S9 / 초코브라운],,LHSCD03SE-커버/BR058,"12,000.00",18,18,"216,000"
45,신천등기구_미조립,공장등기구 거치대,공장등기구 거치대,,,"4,000.00",12,12,"48,000"
46,신천등기구_미조립,공장등기구 렌즈,공장등기구 렌즈,,,"3,200.00",3,3,"9,600"
47,신천등기구_미조립,공장등기구 바디,공장등기구 바디,,,"9,590.00",4,4,"38,360"
48,신천등기구_미조립,공장등기구 손잡이,공장등기구 손잡이,,,500,129,129,"64,500"
49,신천등기구_미조립,소형 공장등기구 커버 [무도장],소형 공장등기구 커버 [무도장],,,"3,500.00",18,18,"63,000"
50,신천등기구_미조립,소형 공장등기구 렌즈,소형 공장등기구 렌즈,,,"1,700.00",29,29,"49,300"
51,신천등기구_미조립,소형 공장등기구 바디 [무도장],소형 공장등기구 바디 [무도장],,,"7,400.00",27,27,"199,800"
52,신천등기구_미조립,소형 공장등기구 갓 [무도장],소형 공장등기구 갓 [무도장],,,"3,500.00",20,20,"70,000"
53,신천등기구_미조립,S-원형 보안등기구 바디,S-원형 보안등기구 바디,,LHSCD0OSE3-B,"12,910.00",53,53,"684,230"
54,신천등기구_미조립,S-원형 보안등기구 커버,S-원형 보안등기구 커버,,LHSCD0OSE3-C,"16,290.00",32,32,"521,280"
55,신천등기구_미조립,S-원형 보안등기구-커버 기와진회색,S-원형 보안등기구-커버 기와진회색,,,"16,290.00",12,12,"195,480"
56,신천등기구_미조립,S-원형 보안등기구-바디 기와진회색,S-원형 보안등기구-바디 기와진회색,,,"12,910.00",12,12,"154,920"
57,신천등기구_미조립,S-원형 보안등기구 커버 [무도장],S-원형 보안등기구 커버 [무도장],,,"13,920.00",10,10,"139,200"
58,신천등기구_미조립,S-원형 보안등기구 바디 [무도장],S-원형 보안등기구 바디 [무도장],,,"10,410.00",11,11,"114,510"
59,신천등기구_미조립,S-원형 가로등기구-바디,S-원형 가로등기구-바디,,LHSCD0OST6-바디,"18,670.00",21,21,"392,070"
60,신천등기구_미조립,S-원형 가로등기구-커버,S-원형 가로등기구-커버,,LHSCD0OST6-커버,"22,130.00",44,44,"973,720"
61,신천등기구_미조립,S-보안등기구 바디,S-보안등기구 바디,,LHSCD0SE-바디,"10,550.00",98,98,"1,033,900"
62,신천등기구_미조립,S-보안등기구 바디 [PX8576(S)-SC2940] KCC기와진,S-보안등기구 바디 [PX8576(S)-SC2940] KCC기와진,,,"10,550.00",34,34,"358,700"
63,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용],S-보안등기구 암대 [2구&3구&원형 공용],,,"4,325.00",158,158,"683,350"
64,신천등기구_미조립,S-보안등기구 암대 [PX8576(S)-SC2940] KCC기와진,S-보안등기구 암대 [PX8576(S)-SC2940] KCC기와진,,,"4,325.00",34,34,"147,050"
65,신천등기구_미조립,S-보안등기구 커버,S-보안등기구 커버,,LHSCD0SE-커버,"12,000.00",74,74,"888,000"
66,신천등기구_미조립,S-보안등기구 커버 [PX8576(S)-SC2940] KCC기와진,S-보안등기구 커버 [PX8576(S)-SC2940] KCC기와진,,,"12,000.00",34,34,"408,000"
67,신천등기구_미조립,S-보안등기구 커버 [P-GY2397-S3/노장진회색],S-보안등기구 커버 [P-GY2397-S3/노장진회색],,,"12,000.00",50,50,"600,000"
68,신천등기구_미조립,S-보안등기구 바디 [P-GY2397-S3/노장진회색],S-보안등기구 바디 [P-GY2397-S3/노장진회색],,,"10,550.00",50,50,"527,500"
69,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/P-GY2397-S3/노장진회색],S-보안등기구 암대 [2구&3구&원형 공용/P-GY2397-S3/노장진회색],,,"4,325.00",50,50,"216,250"
70,신천등기구_미조립,S-보안등기구-바디 [한마톤 GY001],S-보안등기구-바디 [한마톤 GY001],,,"10,550.00",7,7,"73,850"
71,신천등기구_미조립,S-보안등기구 바디 [H-GY1727-S3/N2.0],S-보안등기구 바디 [H-GY1727-S3/N2.0],,LHSCD0SE3-바디/N2.0,"10,550.00",19,19,"200,450"
72,신천등기구_미조립,S-보안등기구-바디 [PTX GY1060 그레이 (Cool gray)],S-보안등기구-바디 [PTX GY1060 그레이 (Cool gray)],,LHSCD0SE3-바디GY1060,"10,550.00",66,66,"696,300"
73,신천등기구_미조립,S-보안등기구-암대 [2구&3구&원형 공용/한마톤 GY001],S-보안등기구-암대 [2구&3구&원형 공용/한마톤 GY001],,LHSCD0SE3-암대/GY001,"4,325.00",8,8,"34,600"
74,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/P-GY2139-A3 / 도시형(MT-9211-3)],S-보안등기구 암대 [2구&3구&원형 공용/P-GY2139-A3 / 도시형(MT-9211-3)],,LHSCD0SE3-바디/MT921,"4,325.00",2,2,"8,650"
75,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/H-GY1727-S3/N2.0],S-보안등기구 암대 [2구&3구&원형 공용/H-GY1727-S3/N2.0],,LHSCD0SE3-암대/N2.0,"4,325.00",107,107,"462,775"
76,신천등기구_미조립,S-보안등기구-암대 [2구&3구&원형 공용/PTX GY1060 그레이 (Cool gray)],S-보안등기구-암대 [2구&3구&원형 공용/PTX GY1060 그레이 (Cool gray)],,LHSCD0SE3-암대GY1060,"4,325.00",126,126,"544,950"
77,신천등기구_미조립,S-보안등기구-커버 [한마톤 GY001],S-보안등기구-커버 [한마톤 GY001],,LHSCD0SE3-커버/GY001,"12,000.00",6,6,"72,000"
78,신천등기구_미조립,S-보안등기구-커버 [PTX GY1060 그레이 (Cool gray)],S-보안등기구-커버 [PTX GY1060 그레이 (Cool gray)],,LHSCD0SE3-커버GY1060,"12,000.00",67,67,"804,000"
79,신천등기구_미조립,S-보안등기구 바디 [안산시 기와진회색],S-보안등기구 바디 [안산시 기와진회색],,LHSCD0SE3ADG-바디,"10,550.00",21,21,"221,550"
80,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/안산시 기와진회색],S-보안등기구 암대 [2구&3구&원형 공용/안산시 기와진회색],,LHSCD0SE3ADG-암대,"4,325.00",18,18,"77,850"
81,신천등기구_미조립,S-보안등기구 커버 [안산시 기와진회색],S-보안등기구 커버 [안산시 기와진회색],,LHSCD0SE3ADG-커버,"12,000.00",20,20,"240,000"
82,신천등기구_미조립,S-보안등기구 바디 [기와진회색],S-보안등기구 바디 [기와진회색],,LHSCD0SE3ADG-커버,"10,550.00",46,46,"485,300"
83,신천등기구_미조립,S-보안등기구 커버 [기와진회색],S-보안등기구 커버 [기와진회색],,LHSCD0SE3DG-커버,"12,000.00",66,66,"792,000"
84,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/기와진회색],S-보안등기구 암대 [2구&3구&원형 공용/기와진회색],,,"4,325.00",61,61,"263,825"
85,신천등기구_미조립,S-보안등기구 63파이 암대,S-보안등기구 63파이 암대,,LHSCD0SE63-암대,"7,127.00",280,280,"1,995,560"
86,신천등기구_미조립,S-보안등기구 바디 [무도장],S-보안등기구 바디 [무도장],,LHSCD0SENCOL-바디,"8,550.00",14,14,"119,700"
87,신천등기구_미조립,S-보안등기구 암대 [2구&3구&원형 공용/무도장],S-보안등기구 암대 [2구&3구&원형 공용/무도장],,LHSCD0SENCOL-암대,"3,325.00",67,67,"222,775"
88,신천등기구_미조립,S-보안등기구 커버 [무도장],S-보안등기구 커버 [무도장],,LHSCD0SENCOL-커버,"10,000.00",17,17,"170,000"
89,신천등기구_미조립,S-스포츠등,S-스포츠등,,LHSCD0SF,0,9,9,0
90,신천등기구_미조립,S-가로등기구 커버 [GD602],S-가로등기구 커버 [GD602],,,"21,500.00",2,2,"43,000"
91,신천등기구_미조립,S-가로등기구 바디 [GD602],S-가로등기구 바디 [GD602],,,"13,860.00",2,2,"27,720"
92,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/GD602],S-가로등기구 암대 [5구&6구 공용/GD602],,,"10,334.00",2,2,"20,668"
93,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/P-GY2397-S3/노장진회색],S-가로등기구 암대 [5구&6구 공용/P-GY2397-S3/노장진회색],,,"10,334.00",3,3,"31,002"
94,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/MX302K],S-가로등기구 암대 [5구&6구 공용/MX302K],,,"10,334.00",102,102,"1,054,068"
95,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/PSG-GY-296/갯벌색],S-가로등기구 암대 [5구&6구 공용/PSG-GY-296/갯벌색],,,"10,334.00",1,1,"10,334"
96,신천등기구_미조립,S-가로등기구 커버 [P-GY2397-S3/노장진회색],S-가로등기구 커버 [P-GY2397-S3/노장진회색],,,"21,500.00",3,3,"64,500"
97,신천등기구_미조립,S-가로등기구 커버 [MX302K],S-가로등기구 커버 [MX302K],,,"21,500.00",101,101,"2,171,500"
98,신천등기구_미조립,S-가로등기구 바디,S-가로등기구 바디,,LHSCD0ST-바디,"13,860.00",275,88,"1,219,680"
99,신천등기구_미조립,S-가로등기구 바디 [P-GY4381-X0],S-가로등기구 바디 [P-GY4381-X0],,LHSCD0ST-바디/GY4381,"13,860.00",36,36,"498,960"
100,신천등기구_미조립,S-가로등기구 바디 [N7.0],S-가로등기구 바디 [N7.0],,LHSCD0ST-바디/N7.0,"13,860.00",32,32,"443,520"
101,신천등기구_미조립,S-가로등기구 바디 [PX8576(S)-SC2940] KCC기와진,S-가로등기구 바디 [PX8576(S)-SC2940] KCC기와진,,,"13,860.00",120,120,"1,663,200"
102,신천등기구_미조립,S-가로등기구-바디 [PTX GY1060 그레이 (Cool gray)],S-가로등기구-바디 [PTX GY1060 그레이 (Cool gray)],,,"13,860.00",19,19,"263,340"
103,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용],S-가로등기구 암대 [5구&6구 공용],,,"10,334.00",193,6,"62,004"
104,신천등기구_미조립,S-가로등기구 암대 [P-GY1887-H9 / 5구&6구 공용],S-가로등기구 암대 [P-GY1887-H9 / 5구&6구 공용],,LHSCD0ST-암대/GY1887,"10,334.00",11,11,"113,674"
105,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/P-GY4381-X0],S-가로등기구 암대 [5구&6구 공용/P-GY4381-X0],,LHSCD0ST-암대/GY4381,"10,334.00",26,26,"268,684"
106,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/N7.0],S-가로등기구 암대 [5구&6구 공용/N7.0],,LHSCD0ST-암대/N7.0,"10,334.00",32,32,"330,688"
107,신천등기구_미조립,S-가로등기구 암대 [5구&6구 공용/PX8576(S)-SC2940] KCC기와진,S-가로등기구 암대 [5구&6구 공용/PX8576(S)-SC2940] KCC기와진,,,"10,334.00",120,120,"1,240,080"
108,신천등기구_미조립,S-가로등기구-암대 [5구&6구 공용/PTX GY1060 그레이 (Cool gray)],S-가로등기구-암대 [5구&6구 공용/PTX GY1060 그레이 (Cool gray)],,LHSCD0ST-암대GY1060,"10,334.00",7,7,"72,338"
109,신천등기구_미조립,S-가로등기구 커버,S-가로등기구 커버,,LHSCD0ST-커버,"21,500.00",233,46,"989,000"
110,신천등기구_미조립,S-가로등기구 커버 [P-GY4381-X0],S-가로등기구 커버 [P-GY4381-X0],,LHSCD0ST-커버/GY4381,"21,500.00",32,32,"688,000"
111,신천등기구_미조립,S-가로등기구 커버 [N7.0],S-가로등기구 커버 [N7.0],,LHSCD0ST-커버/N7.0,"21,500.00",32,32,"688,000"
112,신천등기구_미조립,S-가로등기구 커버 [PX8576(S)-SC2940] KCC기와진,S-가로등기구 커버 [PX8576(S)-SC2940] KCC기와진,,,"21,500.00",120,120,"2,580,000"
113,신천등기구_미조립,S-가로등기구-커버 [PTX GY1060 그레이 (Cool gray)],S-가로등기구-커버 [PTX GY1060 그레이 (Cool gray)],,LHSCD0ST-커버GY1060,"21,500.00",45,45,"967,500"
114,신천등기구_미조립,S-가로등기구 암대 [10구 & 원형 공용],S-가로등기구 암대 [10구 & 원형 공용],,LHSCD0ST10-암대,"11,084.00",50,50,"554,200"
115,신천등기구_미조립,S-가로등기구 바디 [10구/기와진회색],S-가로등기구 바디 [10구/기와진회색],,LHSCD0ST10DG-바디,"22,130.00",3,3,"66,390"
116,신천등기구_미조립,S-가로등기구 암대 [10구 & 원형 공용 / 기와진회색],S-가로등기구 암대 [10구 & 원형 공용 / 기와진회색],,LHSCD0ST10DG-암대,"11,084.00",3,3,"33,252"
117,신천등기구_미조립,S-가로등기구 커버 [10구/기와진회색],S-가로등기구 커버 [10구/기와진회색],,LHSCD0ST10DG-커버,"20,170.00",3,3,"60,510"
118,신천등기구_미조립,S-가로등기구 커버 [4구],S-가로등기구 커버 [4구],,LHSCD0ST4-커버,"15,342.00",236,236,"3,620,712"
119,신천등기구_미조립,S-가로등기구 바디 [4구],S-가로등기구 바디 [4구],,,"11,258.00",213,213,"2,397,954"
120,신천등기구_미조립,S-가로등기구 바디 [4구/기와진회색],S-가로등기구 바디 [4구/기와진회색],,LHSCD0ST4DG-바디,"11,258.00",92,92,"1,035,736"
121,신천등기구_미조립,S-가로등기구 커버 [4구/기와진회색],S-가로등기구 커버 [4구/기와진회색],,LHSCD0ST4DG-커버,"15,342.00",94,94,"1,442,148"
122,신천등기구_미조립,S-가로등기구 바디 [5구/PTX GY1060 그레이 (Cool gray)],S-가로등기구 바디 [5구/PTX GY1060 그레이 (Cool gray)],,,"16,280.00",14,14,"227,920"
123,신천등기구_미조립,S-가로등기구 바디 [5구/P-GY1887-H9],S-가로등기구 바디 [5구/P-GY1887-H9],,LHSCD0ST5-B/GY1887,"16,280.00",11,11,"179,080"
124,신천등기구_미조립,S-가로등기구 바디 [5구/PSG-GY-296/갯벌색],S-가로등기구 바디 [5구/PSG-GY-296/갯벌색],,LHSCD0ST5-B/PSGGY296,"16,280.00",1,1,"16,280"
125,신천등기구_미조립,S-가로등기구 커버 [5구/PTX GY1060 그레이 (Cool gray)],S-가로등기구 커버 [5구/PTX GY1060 그레이 (Cool gray)],,LHSCD0ST5-C/GY1060,"15,200.00",14,14,"212,800"
126,신천등기구_미조립,S-가로등기구 커버 [5구/P-GY1887-H9],S-가로등기구 커버 [5구/P-GY1887-H9],,LHSCD0ST5-C/GY1887,"15,200.00",10,10,"152,000"
127,신천등기구_미조립,S-가로등기구 바디 [5구],S-가로등기구 바디 [5구],,LHSCD0ST5-바디,"16,280.00",39,39,"634,920"
128,신천등기구_미조립,S-가로등기구 커버 [5구],S-가로등기구 커버 [5구],,LHSCD0ST5-커버,"15,200.00",48,48,"729,600"
129,신천등기구_미조립,S-가로등기구 바디 [5구/기와진회색],S-가로등기구 바디 [5구/기와진회색],,LHSCD0ST5DG-B,"16,280.00",6,6,"97,680"
130,신천등기구_미조립,S-가로등기구 커버 [5구/기와진회색],S-가로등기구 커버 [5구/기와진회색],,LHSCD0ST5DG-C,"15,200.00",7,7,"106,400"
131,신천등기구_미조립,S-가로등기구 커버 [기와진회색],S-가로등기구 커버 [기와진회색],,,"21,500.00",33,33,"709,500"
132,신천등기구_미조립,S-가로등기구 암대 [5구&6구공용/기와진회색],S-가로등기구 암대 [5구&6구공용/기와진회색],,LHSCD0STDG-암대,"10,334.00",41,41,"423,694"
133,신천등기구_미조립,S-가로등기구 커버 [5구/무도장],S-가로등기구 커버 [5구/무도장],,,"12,200.00",10,10,"122,000"
134,신천등기구_미조립,S-가로등기구 바디 [5구/무도장],S-가로등기구 바디 [5구/무도장],,,"13,280.00",10,10,"132,800"
135,신천등기구_미조립,S-가로등기구 암대 [5구&6구공용/무도장],S-가로등기구 암대 [5구&6구공용/무도장],,,"8,334.00",96,96,"800,064"
136,신천등기구_미조립,S-가로등기구 커버 [무도장],S-가로등기구 커버 [무도장],,,"10,860.00",86,86,"933,960"
137,신천등기구_미조립,S-가로등기구 바디 [무도장],S-가로등기구 바디 [무도장],,,"18,500.00",86,86,"1,591,000"
138,신천등기구_미조립,S-벽부등기구 커버,S-벽부등기구 커버,,,"15,160.00",19,19,"288,040"
139,신천등기구_미조립,S-벽부등기구 바디,S-벽부등기구 바디,,,"12,000.00",19,19,"228,000"
140,신천등기구_미조립,S-터널등용 브라켓,S-터널등용 브라켓,,L_S-터널등용브라켓,"6,000.00",146,146,"876,000"
141,신천등기구_미조립,S-가로등기구 긴 암대 5구&6구공용,S-가로등기구 긴 암대 5구&6구공용,,,"10,745.00",31,31,"333,095"
142,신천등기구_미조립,S-가로등기구 초코브라운 커버,S-가로등기구 초코브라운 커버,,,"21,500.00",1,1,"21,500"
143,신천등기구_미조립,S-가로등기구 초코브라운 바디,S-가로등기구 초코브라운 바디,,,"13,860.00",2,2,"27,720"
144,신천등기구_미조립,S-가로등기구 초코브라운 암대 5구&6구공용,S-가로등기구 초코브라운 암대 5구&6구공용,,,"10,334.00",2,2,"20,668"
145,신천등기구_미조립,S-원형 보안등기구 커버 흰색,S-원형 보안등기구 커버 흰색,,,"16,290.00",1,1,"16,290"
146,신천등기구_미조립,S-원형 보안등기구 바디 흰색,S-원형 보안등기구 바디 흰색,,,"12,910.00",1,1,"12,910"
147,신천등기구_미조립,S-원형 보안등기구 암대 2구&3구&원형 공용/ 흰색,S-원형 보안등기구 암대 2구&3구&원형 공용/ 흰색,,,"4,325.00",1,1,"4,325"
148,신천등기구_미조립,S-가로등기구 바디 302K,S-가로등기구 바디 302K,,,"13,860.00",98,98,"1,358,280"
149,신천등기구_미조립,S-가로등기구 4구 암대 기와진회색,S-가로등기구 4구 암대 기와진회색,,,"7,157.00",92,92,"658,444"
150,신천등기구_미조립,S-원형 가로등기구 바디 흰색,S-원형 가로등기구 바디 흰색,,,"18,670.00",24,24,"448,080"
151,신천등기구_미조립,S-보안등기구 커버 2139,S-보안등기구 커버 2139,,,"12,000.00",2,2,"24,000"
152,신천등기구_미조립,S-터널등기구 8구 바디,S-터널등기구 8구 바디,,,"27,290.00",11,11,"300,190"
153,신천등기구_미조립,S-터널등기구 4구 바디,S-터널등기구 4구 바디,,,"27,290.00",6,6,"163,740"
154,신천등기구_미조립,S-터널등기구 커버,S-터널등기구 커버,,,"22,000.00",1,1,"22,000"
155,신천등기구_미조립,S-터널등기구 4구 중간판,S-터널등기구 4구 중간판,,,"2,000.00",16,16,"32,000"
156,신천등기구_미조립,S-터널등기구 4구 중간판 기와진회색,S-터널등기구 4구 중간판 기와진회색,,,"2,000.00",2,2,"4,000"
157,신천등기구_미조립,S-터널등기구 8구 바디 기와진회색,S-터널등기구 8구 바디 기와진회색,,,"27,290.00",2,2,"54,580"
158,신천등기구_미조립,S-터널등기구 커버 기와진회색,S-터널등기구 커버 기와진회색,,,"22,000.00",2,2,"44,000"
159,신천등기구_미조립,S-터널등기구 SMPS 철판,S-터널등기구 SMPS 철판,,,"3,500.00",2,2,"7,000"
160,신천등기구_미조립,S-63파이 암대 0162,S-63파이 암대 0162,,,"7,157.00",1,1,"7,157"
161,신천등기구_미조립,S-가로등기구 바디 광주시향,S-가로등기구 바디 광주시향,,,"13,860.00",4,4,"55,440"
162,신천등기구_미조립,S-보안등기구 바디 광주시향,S-보안등기구 바디 광주시향,,,"10,550.00",7,7,"73,850"
163,신천등기구_미조립,S-가로등기구 커버 안산시 기와진회색,S-가로등기구 커버 안산시 기와진회색,,,"21,500.00",2,2,"43,000"
164,신천등기구_미조립,S-가로등기구 바디 안산시 기와진회색,S-가로등기구 바디 안산시 기와진회색,,,"13,860.00",3,3,"41,580"
165,신천등기구_미조립,S-가로등기구 암대 5구&6구 공용/안산시 기와진회색,S-가로등기구 암대 5구&6구 공용/안산시 기와진회색,,,"10,334.00",2,2,"20,668"
166,신천등기구_미조립,S-원형 가로등기구 커버 무도장,S-원형 가로등기구 커버 무도장,,LHSCD0OSTNCOL-커버,"17,630.00",10,10,"176,300"
167,신천등기구_미조립,S-원형 가로등기구 바디 무도장,S-원형 가로등기구 바디 무도장,,LHSCD0OSTNCOL-바디,"15,170.00",10,10,"151,700"
